caseNumber,caseLabel,filenameLookup,sweepValue_Q,checkpointFileName,selectorFileUsed,selectedMapIndex,selectedMapRow,stopMethod,selectionReason,fallbackSelection,profileIndex,rowCoord,rowCell,transectN_m,nearestRowIndex,crossSectionX_m,crossSectionY_m,crossSectionBedElevation_m,crossSectionInitialMedianWSE_m,crossSectionDepth_m,crossSectionDepthStatus,nIntersectedCells,nFiniteVelocityCells,amplitude98_2_m,amplitudeRetainedForSummary,amplitudeRetentionStatus,autocorrWavelength_m,autocorrPeakR,pmusicWavelength_m,pmusicPeakFrequency_cpm,pmusicPeakPower,pmusicStatus,pmusicRetainedForSummary,pmusicRetentionStatus,velocityFromProfilePmusic_mps,summaryAmplitudeMedian_m,summaryAmplitudeQ25_m,summaryAmplitudeQ75_m,summaryNAmplitudeProfiles,summaryPmusicWavelengthMedian_m,summaryPmusicWavelengthQ25_m,summaryPmusicWavelengthQ75_m,summaryNPmusicProfiles,summaryUsDeepWater_mps,summaryValidationStatus
12,R12,devon_dart20181213_13000,20,devon_dart20181213_13000_checkpoint.mat,D:\OneDrive - Newcastle University\Documents - WSE Project\General\Analysis\Synthetic analysis\KLT_select_wave_checkpoint_refined.m,124,124,fallback_latest_supported_map,"latest finite map with enough amplitude and wavelength profiles (map 124, row 124)",1,1,190,190,-30.1,190,4978.31217586111,5011.27585120671,4997.9197340336,4998.757,0.837265966396444,ok,170,40,0.0333709841995915,1,retained for summary,1.52668477748639,0.318405999176373,1.89629629629632,0.527343749999992,0.0961580365828814,ok,1,retained for summary,1.72067032132564,0.0833311459795732,0.0616164967328314,0.105373912742207,21,6.40000000000009,5.21801801801809,8.90434782608708,21,3.16107322709894,matches selector result
12,R12,devon_dart20181213_13000,20,devon_dart20181213_13000_checkpoint.mat,D:\OneDrive - Newcastle University\Documents - WSE Project\General\Analysis\Synthetic analysis\KLT_select_wave_checkpoint_refined.m,124,124,fallback_latest_supported_map,"latest finite map with enough amplitude and wavelength profiles (map 124, row 124)",1,2,195,195,-29.6,195,4978.54097845061,5010.83127345757,4997.97606734568,4998.757,0.78093265431653,ok,170,79,0.150460212401413,1,retained for summary,4.925473504013,0.797552114249274,5.53513513513521,0.180664062499997,0.182061438337121,ok,1,retained for summary,2.93973838837245,0.0833311459795732,0.0616164967328314,0.105373912742207,21,6.40000000000009,5.21801801801809,8.90434782608708,21,3.16107322709894,matches selector result
12,R12,devon_dart20181213_13000,20,devon_dart20181213_13000_checkpoint.mat,D:\OneDrive - Newcastle University\Documents - WSE Project\General\Analysis\Synthetic analysis\KLT_select_wave_checkpoint_refined.m,124,124,fallback_latest_supported_map,"latest finite map with enough amplitude and wavelength profiles (map 124, row 124)",1,3,200,200,-29.1,200,4978.76978104011,5010.38669570842,4997.75583038148,4998.757,1.00116961851836,ok,170,84,0.173329615022967,1,retained for summary,5.91286974588165,0.680624686222328,6.20606060606069,0.161132812499998,0.226953835369933,ok,1,retained for summary,3.11280973294767,0.0833311459795732,0.0616164967328314,0.105373912742207,21,6.40000000000009,5.21801801801809,8.90434782608708,21,3.16107322709894,matches selector result
12,R12,devon_dart20181213_13000,20,devon_dart20181213_13000_checkpoint.mat,D:\OneDrive - Newcastle University\Documents - WSE Project\General\Analysis\Synthetic analysis\KLT_select_wave_checkpoint_refined.m,124,124,fallback_latest_supported_map,"latest finite map with enough amplitude and wavelength profiles (map 124, row 124)",1,4,205,205,-28.6,205,4978.99858362961,5009.94211795927,4997.43251385187,4998.757,1.32448614812711,ok,170,89,0.15820472117759,1,retained for summary,0.572931411875237,0.459104112793646,6.40000000000009,0.156249999999998,0.039468168040003,ok,1,retained for summary,3.16107322709894,0.0833311459795732,0.0616164967328314,0.105373912742207,21,6.40000000000009,5.21801801801809,8.90434782608708,21,3.16107322709894,matches selector result
12,R12,devon_dart20181213_13000,20,devon_dart20181213_13000_checkpoint.mat,D:\OneDrive - Newcastle University\Documents - WSE Project\General\Analysis\Synthetic analysis\KLT_select_wave_checkpoint_refined.m,124,124,fallback_latest_supported_map,"latest finite map with enough amplitude and wavelength profiles (map 124, row 124)",1,5,210,210,-28.1,210,4979.22738621911,5009.49754021012,4997.45813884088,4998.757,1.29886115912268,ok,170,88,0.167156269497618,1,retained for summary,0.602311794745697,0.483472180661309,6.82666666666676,0.146484374999998,0.0476159328617666,ok,1,retained for summary,3.26474239058569,0.0833311459795732,0.0616164967328314,0.105373912742207,21,6.40000000000009,5.21801801801809,8.90434782608708,21,3.16107322709894,matches selector result
12,R12,devon_dart20181213_13000,20,devon_dart20181213_13000_checkpoint.mat,D:\OneDrive - Newcastle University\Documents - WSE Project\General\Analysis\Synthetic analysis\KLT_select_wave_checkpoint_refined.m,124,124,fallback_latest_supported_map,"latest finite map with enough amplitude and wavelength profiles (map 124, row 124)",1,6,215,215,-27.6,215,4979.45618880861,5009.05296246097,4997.43076119048,4998.757,1.32623880951905,ok,170,85,0.121224928454667,1,retained for summary,0.695773521289506,0.401801590222229,6.02352941176479,0.166015624999998,0.0283179043431392,ok,1,retained for summary,3.06669148368024,0.0833311459795732,0.0616164967328314,0.105373912742207,21,6.40000000000009,5.21801801801809,8.90434782608708,21,3.16107322709894,matches selector result
12,R12,devon_dart20181213_13000,20,devon_dart20181213_13000_checkpoint.mat,D:\OneDrive - Newcastle University\Documents - WSE Project\General\Analysis\Synthetic analysis\KLT_select_wave_checkpoint_refined.m,124,124,fallback_latest_supported_map,"latest finite map with enough amplitude and wavelength profiles (map 124, row 124)",1,7,220,220,-27.1,220,4979.68499139811,5008.60838471183,4997.38207714755,4998.757,1.37492285245389,ok,170,80,0.0778507357458329,1,retained for summary,0.555894841774393,0.485217031434047,5.68888888888897,0.175781249999998,0.0341242746215999,ok,1,retained for summary,2.98028841961187,0.0833311459795732,0.0616164967328314,0.105373912742207,21,6.40000000000009,5.21801801801809,8.90434782608708,21,3.16107322709894,matches selector result
12,R12,devon_dart20181213_13000,20,devon_dart20181213_13000_checkpoint.mat,D:\OneDrive - Newcastle University\Documents - WSE Project\General\Analysis\Synthetic analysis\KLT_select_wave_checkpoint_refined.m,124,124,fallback_latest_supported_map,"latest finite map with enough amplitude and wavelength profiles (map 124, row 124)",1,8,225,225,-26.6,225,4979.91379398761,5008.16380696268,4997.33339247232,4998.757,1.42360752767672,ok,170,87,0.0767809147019943,1,retained for summary,4.37617826025024,0.148156236611872,4.26666666666673,0.234374999999997,0.0409428914393872,ok,1,retained for summary,2.58100548198846,0.0833311459795732,0.0616164967328314,0.105373912742207,21,6.40000000000009,5.21801801801809,8.90434782608708,21,3.16107322709894,matches selector result
12,R12,devon_dart20181213_13000,20,devon_dart20181213_13000_checkpoint.mat,D:\OneDrive - Newcastle University\Documents - WSE Project\General\Analysis\Synthetic analysis\KLT_select_wave_checkpoint_refined.m,124,124,fallback_latest_supported_map,"latest finite map with enough amplitude and wavelength profiles (map 124, row 124)",1,9,230,230,-26.1,230,4980.14259657712,5007.71922921353,4997.28470849324,4998.757,1.47229150675957,ok,170,87,0.0920766672339049,1,retained for summary,1.48776988103104,0.300505381236606,8.19200000000012,0.122070312499998,0.0401917119311827,ok,1,retained for summary,3.57634610353424,0.0833311459795732,0.0616164967328314,0.105373912742207,21,6.40000000000009,5.21801801801809,8.90434782608708,21,3.16107322709894,matches selector result
12,R12,devon_dart20181213_13000,20,devon_dart20181213_13000_checkpoint.mat,D:\OneDrive - Newcastle University\Documents - WSE Project\General\Analysis\Synthetic analysis\KLT_select_wave_checkpoint_refined.m,124,124,fallback_latest_supported_map,"latest finite map with enough amplitude and wavelength profiles (map 124, row 124)",1,10,235,235,-25.6,235,4980.37139916662,5007.27465146438,4997.285433348,4998.757,1.47156665199509,ok,170,105,0.100090240838053,1,retained for summary,6.09256150864127,0.413887384786565,8.19200000000012,0.122070312499998,0.0468023708198872,ok,1,retained for summary,3.57634610353424,0.0833311459795732,0.0616164967328314,0.105373912742207,21,6.40000000000009,5.21801801801809,8.90434782608708,21,3.16107322709894,matches selector result
